Item1,Item2.X,Item2.Y
50530707.7632,759.7021,149.8141
50530737.6768,765.5804,145.9427
50530765.44,765.5742,147.1936
50530813.5808,765.1888,146.2347
50530859.2512,765.1888,146.2347
50530887.104,766.3054,146.779
50530910.1824,769.5724,143.9944
50530935.7184,767.4063,140.2289
50530972.6208,771.2214,134.4509
50531003.9936,753.4525,130.644
50531053.6192,753.4525,130.644
50531075.904,768.687,141.0853
50531105.2544,766.5242,142.6604
50531132.4544,765.046,143.0937
50531163.8912,766.8629,141.9863
50531212.224,768.1815,137.8375
50531243.776,768.1815,137.8375
50531266.8544,768.5065,140.0768
50531298.1376,764.8064,144.707
50531325.3888,760.5435,144.7844
50531372.48,764.4963,145.1156
50531405.248,762.116,146.1666
50531452.7616,762.116,146.1666
50531479.0656,763.1275,145.9726
50531501.9648,763.4726,144.3596
50531533.6704,764.7963,143.46
50531566.2208,764.4451,144.2209
50531613.0432,764.8486,143.0282
50531659.3792,764.8486,143.0282
50531683.584,765.3054,144.2042
50531708.672,767.0894,143.5995
50531740.9408,765.9988,144.8456
50531774.0544,763.1163,145.7187
50531804.9408,764.6313,145.598
50531853.2608,764.6313,145.598
50531877.12,764.3223,147.1496
50531902.4768,764.0927,145.6994
50531937.8304,743.8541,139.2426
50531969.1776,764.6156,144.9267
50532012.2624,763.4922,145.7447
50532060.16,763.4922,145.7447
50532083.4944,762.0451,146.4469
50532111.2064,762.1203,146.3892
50532141.4784,760.4041,149.3547
50532173.4016,763.5978,147.5071
50532206.7968,764.9579,145.915
50532251.8912,764.9579,145.915
50532276.3392,764.1082,145.4608
50532302.8864,765.4303,146.3026
50532333.2352,764.3145,147.9764
50532364.7872,763.4042,145.5948
50532412.992,765.1999,144.4435
50532446.144,765.1999,144.4435
50532471.5392,763.4998,149.9252
50532495.6416,764.0256,150.2267
50532525.3504,759.4629,148.7863
50532573.184,763.4488,145.2902
50532605.9904,766.5873,144.5591
50532651.968,766.9029,145.2872
50532675.2128,762.5437,147.997
50532708.7104,763.0386,147.8567
50532734.656,761.624,141.4185
50532768.6656,763.5703,144.3285
50532814.016,764.3472,144.8743
50532863.808,764.3472,144.8743
50532887.872,764.9315,147.4198
50532912.3456,762.5704,150.0356
50532945.7536,762.9235,147.7327
50532974.2592,760.389,146.0868
50533006.7712,760.5,145.3279
50533053.6704,760.5,145.3279
50533078.0544,767.0781,143.0523
50533102.2336,767.1521,145.9699
50533133.9648,761.0421,148.0468
50533167.1424,762.5696,147.9803
50533213.2352,763.2531,144.0936
50533259.9424,763.2531,144.0936
50533285.9008,763.5536,145.7331
50533311.6672,760.7859,146.3852
50533341.6192,764.5653,145.6319
50533374.7328,760.3929,149.1846
50533408.768,758.0909,146.2444
50533453.2352,758.2925,146.3629
50533477.312,758.8369,148.9918
50533499.6864,759.8181,148.0024
50533534.6688,760.7033,148.6111
50533565.9392,760.9432,149.1727
50533616.3712,761.7742,148.9421
50533645.6704,761.7742,148.9421
50533668.16,758.6786,148.8536
50533695.9104,761.5771,148.5041
50533724.928,763.232,145.0733
50533773.0432,763.3895,144.7173
50533804.3392,765.8265,143.1418
50533852.8384,765.8265,143.1418
50533875.6992,764.0121,144.6077
50533898.6624,760.7145,145.3258
50533933.7216,765.3671,144.2621
50533965.0304,763.4008,148.022
50534013.2736,766.1437,146.4981
50534062.2464,766.1437,146.4981
50534089.5872,763.3178,146.2412
50534115.9424,763.8596,147.0961
50534144.2688,761.9506,147.6912
50534173.0944,757.6287,147.5241
50534205.4656,756.6891,150.7531
50534253.2608,756.6891,150.7531
50534280.7808,756.2258,146.8461
50534304.3072,764.5383,146.0845
50534332.6976,759.8476,149.5394
50534380.7616,763.4177,147.4695
50534415.8592,764.9338,145.5766
50534460.3136,764.9338,145.5766
50534484.5696,762.1599,147.0434
50534513.5104,759.3884,145.3371
50534541.0944,765.6057,145.9386
50534574.144,763.0616,146.3329
50534606.0672,763.7237,145.4789
50534652.6976,763.7237,145.4789
50534676.8512,760.5182,149.5607
50534700.1984,762.809,148.6304
50534732.4032,763.507,147.7596
50534764.3136,761.9672,152.21
50534812.672,761.4594,149.8994
50534846.08,761.4594,149.8994
50534874.2272,763.3715,147.4265
50534897.0368,761.4713,152.2352
50534924.9792,765.9324,145.2
50534973.952,759.4243,149.6308
50535004.9024,760.3045,149.4304
50535053.3376,760.3045,149.4304
50535077.0304,765.2728,146.3043
50535104.64,761.8146,144.9097
50535133.5424,759.2641,148.7336
50535166.144,760.6302,148.9981
50535213.0304,761.7383,148.4622
50535261.0688,761.7383,148.4622
50535285.5552,765.0048,143.9674
50535308.8,757.7485,147.2121
50535346.9824,759.5007,147.2885
50535373.1456,759.1772,150.0936
50535405.7984,761.692,151.5691
50535452.992,761.692,151.5691
50535476.0832,758.4151,153.5752
50535506.8672,762.7454,148.1178
50535533.1584,765.5484,146.1234
50535567.0016,761.7965,146.1576
50535612.7872,764.2822,146.9594
50535660.1344,764.2822,146.9594
50535684.7488,762.8705,145.2681
50535709.1968,760.0505,144.3299
50535741.888,760.6265,146.3895
50535773.8368,761.8287,154.679
50535805.248,758.9191,149.8177
50535853.8368,758.9191,149.8177
50535879.0656,757.892,151.0194
50535905.6768,762.8977,142.4724
50535933.6064,765.1227,140.7695
50535966.4384,765.7253,143.8981
50536013.2608,768.1245,142.9518
50536046.0928,768.0668,142.7732
50536070.0928,762.6141,141.5395
50536093.3888,765.697,141.7926
50536125.3248,766.4945,142.1261
50536172.0704,763.4892,147.0776
50536206.4512,762.0358,146.0126
50536254.016,762.0358,146.0126
50536276.7488,765.9189,143.6259
50536300.736,763.3305,143.7767
50536334.8224,760.0625,143.8932
50536364.5312,764.7794,141.3333
50536413.0048,760.8832,144.2299
50536444.928,760.8832,144.2299
50536478.8992,762.6159,145.5375
50536508.288,764.7321,143.9613
50536541.3888,764.1631,144.8925
50536573.568,765.0734,145.4435
50536606.3104,767.0107,144.4543
50536657.8176,767.0107,144.4543
50536680.8448,765.751,146.1364
50536704.8448,767.6536,144.6275
50536733.4272,765.6457,145.1052
50536766.4896,765.1833,145.7506
50536813.5552,764.9527,145.7773
50536862.3616,764.9527,145.7773
50536885.3376,761.7612,145.6779
50536911.488,762.3385,147.0272
50536942.08,764.0948,146.0605
50536975.9232,760.8497,146.45
50537005.6704,762.9416,143.3536
50537053.696,762.9416,143.3536
50537077.056,758.6448,150.2978
50537105.6896,760.8709,149.8353
50537133.5808,759.8892,149.6392
50537165.0816,759.3492,148.0331
50537214.6048,764.1631,148.7138
50537261.0816,764.1631,148.7138
50537286.7968,763.018,149.5755
50537315.6608,761.6886,148.0568
50537339.4432,761.3611,148.6967
50537373.7344,766.3104,146.753
50537406.7328,764.6195,145.9645
50537453.9648,764.6195,145.9645
50537480.9728,764.6689,147.4245
50537504.4864,766.5594,145.3845
50537533.1456,766.9997,146.7608
50537565.7088,765.291,145.1318
50537615.9744,763.314,145.5609
50537646.1184,763.314,145.5609
50537670.272,761.4362,146.8853
50537698.688,759.4922,151.9412
50537742.2208,760.5666,149.5769
50537774.4,761.9861,147.494
50537807.36,765.2736,142.4288
50537853.5808,765.2736,142.4288
50537878.0032,766.8018,142.3643
50537904.6656,767.6644,142.4679
50537934.6688,766.0801,146.461
50537966.5152,763.5607,145.4782
50538013.6064,760.4431,145.2832
50538062.1824,760.4431,145.2832
50538089.5488,763.9641,146.9649
50538116.4032,766.6807,146.1653
50538151.5136,762.641,147.8055
50538179.584,764.9164,144.2527
50538206.592,764.2216,145.6628
50538256.1152,764.2216,145.6628
50538280.576,762.9616,147.4083
50538304.2816,762.1746,147.1504
50538333.44,762.8667,150.487
50538367.9232,760.6616,146.1249
50538416.4224,759.0164,147.9672
50538460.9792,759.0164,147.9672
50538486.3232,765.4554,145.8172
50538508.8,764.0991,145.2624
50538537.4208,760.6982,145.821
50538577.6768,764.4342,144.8843
50538606.5792,764.18,144.4328
50538654.2976,764.18,144.4328
50538677.3248,762.2359,146.2969
50538702.848,761.3261,148.4805
50538735.7056,761.1987,150.1582
50538768.704,764.3936,143.945
50538813.5808,766.2483,144.5913
50538846.08,766.2483,144.5913
50538877.1328,764.673,144.6829
50538900.3776,763.0381,146.2563
50538941.9904,765.668,145.5995
50538974.848,766.1725,144.5289
50539005.5424,765.9609,144.8199
50539053.888,765.9609,144.8199
50539080.256,764.8472,144.4828
50539103.1424,764.7543,143.6649
50539136.5504,764.6512,144.7739
50539165.6576,764.555,145.0291
50539213.9264,764.0197,145.8766
50539264.5248,764.0197,145.8766
50539290.5216,764.1427,146.4259
50539320.5888,763.5735,150.5812
50539343.6928,764.2956,148.2209
50539376.9216,761.9292,149.2937
50539407.9744,756.6924,152.9884
50539453.3632,756.6924,152.9884
50539477.1456,764.2333,148.3113
50539500.0704,761.3224,150.2663
50539534.6944,765.555,143.234
50539565.2864,763.6729,142.8703
50539614.2208,763.0084,146.6472
50539662.2848,763.0084,146.6472
50539689.664,764.916,140.9864
50539713.4592,760.4167,145.0423
50539742.1568,760.8159,149.5612
50539773.5168,760.509,147.4178
50539806.1824,756.4816,150.9471
50539853.2224,756.4816,150.9471
50539877.6704,758.059,148.6622
50539903.7312,763.7457,146.4089
50539933.3632,759.4504,143.9638
50539966.2208,764.9527,144.6458
50540015.0144,764.2518,147.9907
50540046.4896,764.2518,147.9907
50540068.7232,761.3091,144.9037
50540098.9952,762.2961,144.7986
50540126.208,764.6909,145.772
50540172.8,761.8325,149.58
50540206.8224,761.4918,148.0463
50540252.2368,761.4918,148.0463
50540279.3856,761.3772,150.9018
50540303.808,763.6326,142.872
50540333.9392,760.8776,147.4214
50540368.5248,758.5908,148.3211
50540413.7088,757.3635,146.4256
50540463.6672,757.3635,146.4256
50540487.04,757.8367,146.5818
50540514.1376,759.7095,145.3235
50540541.888,760.3201,147.2459
50540576.2432,762.9059,144.9352
50540606.4896,763.8437,144.3669
50540654.5408,763.8437,144.3669
50540677.6576,763.024,145.5502
50540706.1248,763.5137,144.373
50540736.9088,763.7546,145.7968
50540765.7344,758.5588,148.7943
50540813.9008,762.0739,145.6323
50540860.8256,762.0739,145.6323
50540886.0416,758.323,150.0589
50540908.9152,762.2424,147.5524
50540942.9888,761.0298,151.4092
50540975.936,759.4923,149.5272
50541006.784,760.7469,151.6712
50541053.4784,760.7469,151.6712
50541077.9136,763.3924,146.8493
50541102.1824,762.5282,147.3583
50541134.4384,763.1296,146.9281
50541165.9264,764.7524,146.9939
50541213.6832,762.868,150.3928
50541262.1824,762.868,150.3928
50541285.9776,763.4646,150.3995
50541313.8816,764.6544,145.2629
50541344.4992,761.8303,149.4063
50541373.1712,761.0457,148.9449
50541406.6432,762.421,150.0299
50541453.7984,762.421,150.0299
50541477.76,763.6508,148.5826
50541503.168,762.1849,151.1439
50541533.6704,762.9827,148.0412
50541566.4128,762.194,149.2698
50541614.5664,761.3577,149.0381
50541645.1072,761.3577,149.0381
50541669.8496,765.2452,145.9025
50541701.568,763.7595,147.072
50541728.7168,764.1063,145.8423
50541773.7728,764.4289,146.0381
50541807.8464,764.9916,149.5725
50541853.3632,764.9916,149.5725
50541875.2256,761.23,151.864
50541900.4672,765.2397,148.7881
50541934.592,763.9634,147.0921
50541968.0128,765.1879,150.2286
50542013.3504,757.33,151.0929
50542062.0288,757.33,151.0929
50542084.7488,763.7657,146.9639
50542110.272,758.6759,149.6084
50542143.2832,757.9622,150.1832
50542174.3104,757.48,151.0996
50542209.92,763.0386,150.5128
50542254.0032,763.0386,150.5128
50542277.4656,763.3067,147.6987
50542304.064,762.7555,148.8334
50542337.2672,763.7052,147.9704
50542366.5664,764.3782,146.8839
50542414.144,764.0629,146.0246
50542463.8464,764.0629,146.0246
50542491.2384,762.6542,149.9055
50542514.9056,763.5865,146.3591
50542547.008,763.4047,147.6291
50542574.6432,764.0887,146.7955
50542607.7568,761.9866,146.4927
50542654.6816,761.9866,146.4927
50542678.8608,762.4127,147.7123
50542702.2464,764.252,150.2472
50542735.5008,763.5731,147.8642
50542765.4144,764.3248,147.3708
50542813.7216,764.6488,146.7381
50542845.9264,764.6488,146.7381
50542868.8,762.0863,144.2831
50542895.1936,763.035,147.704
50542925.7088,762.993,147.2932
50542976.1408,763.6755,146.8002
50543005.824,763.6068,148.6418
50543056.3456,763.6068,148.6418
50543079.1808,760.6549,148.1693
50543101.7984,762.944,149.5081
50543136.1536,761.5186,152.1678
50543166.1696,760.7117,151.3019
50543213.5424,759.2403,151.4254
50543262.336,759.2403,151.4254
50543289.0368,763.3358,147.7471
50543312.2048,763.1283,148.4505
50543343.2704,757.5484,149.6801
50543376.5504,766.0654,145.6212
50543406.9888,760.4727,147.2458
50543454.5152,760.4727,147.2458
50543477.7856,762.3133,148.0064
50543507.968,759.8521,147.1373
50543534.3872,759.8602,147.9366
50543568.0896,761.4781,143.8222
50543615.0912,759.4539,148.2359
50543662.0032,759.4539,148.2359
50543690.9056,762.1381,147.7021
50543714.6496,761.5342,147.9235
50543746.176,765.0983,149.6731
50543775.2064,763.9604,146.5055
50543808.7936,764.4094,145.9205
50543855.232,764.4094,145.9205
50543879.2704,764.8084,145.5311
50543909.1072,763.7012,145.1922
50543935.9488,764.643,145.2948
50543969.3696,763.5903,146.5605
50544014.8352,761.1569,147.1847
50544047.4112,761.1564,147.3888
50544072.1152,760.1669,149.8101
50544098.6368,757.1935,149.5942
50544129.9456,762.8765,146.3969
50544174.6816,762.9822,148.9506
50544207.0528,761.5797,151.5739
50544254.2208,761.5797,151.5739
50544279.552,762.8326,147.2049
50544305.088,762.1185,147.6018
50544338.4064,763.3656,149.3261
50544367.4496,759.1439,153.5757
50544414.2336,762.5092,153.4904
50544462.8224,762.4064,153.3103
50544490.3424,763.0614,150.2976
50544514.8416,763.7099,149.343
50544545.1904,763.9669,150.4979
50544575.3216,767.162,145.5397
50544609.3824,765.0063,149.8481
50544654.4256,765.0063,149.8481
50544681.408,764.8436,144.5389
50544710.5664,761.8899,149.1718
50544741.824,761.7895,146.1413
50544769.4976,764.0374,141.9216
50544814.8864,768.002,137.6852
50544863.6672,768.002,137.6852
50544888.9344,767.8177,143.31
50544916.2496,764.4358,147.2048
50544947.0592,764.2651,152.0511
50544975.2064,764.1681,143.7825
50545010.1376,764.9546,143.9686
50545055.7824,764.9546,143.9686
50545082.0352,764.5255,146.118
50545107.5072,763.45,147.276
50545139.8784,759.7606,146.8997
50545169.8688,764.5368,141.8668
50545215.4112,766.1636,145.767
50545265.3568,766.1636,145.767
50545292.0192,762.6894,145.7355
50545321.1392,762.9641,148.0514
50545348.1216,765.3455,142.9849
50545375.232,752.2213,133.9538
50545408.9216,771.0616,136.974
50545455.7184,771.0616,136.974
50545479.4368,770.8526,138.4462
50545505.9968,767.1175,143.4157
50545535.2448,767.0178,142.1758
50545566.9504,766.2492,141.5865
50545614.8352,764.6443,142.8796
50545645.888,764.6443,142.8796
50545671.1424,765.2836,145.0245
50545696.2688,766.6749,142.798
50545726.784,752.0788,132.3334
50545774.6432,766.3323,146.3542
50545806.8864,764.173,149.3541
50545854.5408,764.173,149.3541
50545882.432,763.9675,143.8449
50545906.4448,767.3389,141.6602
50545934.8096,768.1349,142.5988
50545968.4224,766.1282,141.0337
50546014.4768,763.8807,142.4459
50546063.2704,763.8807,142.4459
50546087.4368,764.6213,145.8849
50546114.1632,766.1633,144.0951
50546142.6176,763.914,142.6183
50546174.2848,764.9482,144.5971
50546207.488,764.3826,146.4818
50546255.1296,764.3826,146.4818
50546278.7072,764.0856,146.8604
50546307.456,765.8135,144.2669
50546336.8192,764.1992,144.8737
50546367.6288,765.4996,145.4409
50546414.0928,765.6104,145.0755
50546463.3216,765.6104,145.0755
50546489.6512,765.8083,145.1951
50546518.6944,766.0186,143.7196
50546546.4064,763.7673,145.5357
50546574.4768,765.4283,144.2764
50546606.2976,763.6428,145.293
50546655.1168,763.6428,145.293
50546679.4112,764.1943,143.0758
50546704.9984,763.4289,144.5672
50546737.4336,766.1945,144.0697
50546768.5632,766.509,143.0952
50546819.1488,761.2371,145.6176
50546846.6944,761.2371,145.6176
50546871.6544,763.1895,144.8979
50546895.6544,762.9001,142.3826
50546926.528,762.4684,142.2698
50546973.7856,763.1047,145.7601
50547006.9632,762.5275,152.0052
50547054.2848,762.5275,152.0052
50547081.1008,763.9543,144.1793
50547104.6144,762.9263,145.5432
50547135.7696,759.5486,149.2806
50547166.8736,762.4412,146.687
50547218.2784,765.736,154.5397
50547262.016,765.736,154.5397
50547291.8912,760.79,147.6748
50547315.8912,760.5122,149.1967
50547343.6416,763.98,147.7737
50547377.0752,762.7708,146.2666
50547422.2208,763.5565,146.9727
50547455.936,763.5565,146.9727
50547480.0384,764.0209,147.8372
50547503.9488,765.0286,146.1524
50547536.8192,762.06,145.5857
50547567.7952,764.3151,145.1901
50547615.1168,761.8476,145.2221
50547663.7056,761.8476,145.2221
50547686.7712,764.61,145.4585
50547711.7824,767.3946,146.1337
50547743.8208,766.4507,145.3367
50547778.2528,765.6829,143.138
50547806.9888,764.6824,146.3959
50547854.4,764.6824,146.3959
50547878.0544,764.9543,146.3473
50547904.3456,762.7518,147.0617
50547935.3088,764.3928,143.7723
50547968.5632,755.6146,148.3056
50548014.848,759.0894,147.6794
50548063.2704,759.0894,147.6794
50548086.2464,765.014,144.9061
50548112.5632,763.5644,148.4117
50548137.0368,759.9619,146.8717
50548174.5792,764.6901,146.2276
50548206.656,761.6497,144.503
50548255.1936,761.6497,144.503
50548280.6016,759.6375,144.0148
50548304.4864,759.5681,148.8111
50548336.3072,764.079,146.9161
50548369.1264,764.9106,145.1471
50548414.0928,762.2698,144.7159
50548446.8608,762.2698,144.7159
50548478.7584,760.5129,150.674
50548507.5712,764.2181,147.5153
50548542.8992,767.2919,147.0669
50548575.3728,764.9742,148.2063
50548607.872,763.6232,148.7838
50548654.4128,763.6232,148.7838
50548680.6272,760.4537,145.6616
50548708.288,762.3299,146.1607
50548735.6672,764.7054,145.2586
50548768.4864,766.5579,149.7118
50548814.3104,762.7231,149.5493
50548863.0656,762.7231,149.5493
50548886.656,761.1298,146.9932
50548914.9568,763.0355,147.2203
50548942.912,763.5656,148.046
50548976.32,759.3632,149.3133
50549023.6928,761.3193,148.4034
50549054.9888,761.3193,148.4034
50549079.5136,762.457,150.5378
50549111.0528,764.0156,147.0991
50549136.3584,761.4481,148.0607
50549173.7984,763.2084,148.7128
50549215.04,763.3871,149.3983
50549265.7664,763.3871,149.3983
50549293.4144,763.2801,150.1589
50549318.336,763.205,148.2811
50549345.2288,763.0604,150.4369
50549375.0272,764.1224,148.9766
50549406.8992,759.202,149.0619
50549454.7968,759.202,149.0619
50549485.3376,764.2385,147.5942
50549508.8256,764.5156,148.4993
50549540.0448,762.8699,149.9545
50549566.8352,763.7288,149.7405
50549616.64,762.6003,149.9743
50549646.784,762.6003,149.9743
50549674.8032,764.5151,149.5463
50549698.0352,763.2578,149.4796
50549731.4688,762.7266,148.6114
50549777.2544,765.6791,144.1509
50549823.8208,765.1157,147.5626
50549857.1136,765.1157,147.5626
50549884.1344,766.4777,147.231
50549911.104,763.2875,148.8157
50549940.5056,764.2402,145.0525
50549974.7712,763.3058,142.8183
50550017.6,765.0666,144.7448
50550063.424,765.0666,144.7448
50550088.1792,763.588,144.7083
50550114.2272,762.0663,147.7588
50550144.0256,761.4891,150.1688
50550175.8848,763.9343,146.7598
50550223.6672,762.2681,147.2988
50550260.224,762.2681,147.2988
50550293.1072,759.0399,149.469
50550322.4448,761.3805,148.2853
50550349.1456,764.6651,143.5902
50550384.384,763.6174,146.6334
50550416.64,764.0881,148.9108
50550463.424,764.0881,148.9108
50550488.6528,765.3231,146.0537
50550520.3584,761.8882,147.412
50550550.8736,763.5708,145.9136
50550577.8816,763.6635,145.73
50550608.4096,762.8697,146.4388
50550657.1392,762.8697,146.4388
50550682.4064,761.9296,149.0389
50550708.032,762.4044,147.1165
50550736.2688,762.1596,146.2397
50550768.2304,764.2748,147.8475
50550815.744,763.9611,147.799
50550847.2832,763.9611,147.799
50550876.9152,764.4993,147.7488
50550904.6784,757.3769,148.588
50550932.7872,765.0839,146.1661
50550975.2832,761.97,147.987
50551012.416,761.6842,149.0454
50551055.424,761.6842,149.0454
50551083.4048,760.5637,148.1314
50551109.312,762.3439,148.8681
50551138.368,763.4406,147.1622
50551169.3568,765.3041,149.082
50551216.704,764.1934,148.6944
50551262.9632,764.1934,148.6944
50551287.616,766.3626,147.9057
50551313.2544,765.554,145.7293
50551344.2304,764.0277,149.6354
50551375.9872,762.8728,148.3305
50551423.7312,763.3652,147.7539
50551456.7808,763.3652,147.7539
50551484.5696,765.8263,147.1252
50551508.992,765.8373,147.2463
50551536.9856,763.78,142.2737
50551569.2928,769.7708,142.5863
50551615.3856,766.5212,144.8129
50551662.4768,766.5212,144.8129
50551692.1856,765.0535,146.5027
50551720.8576,763.1077,143.9135
50551744.9088,767.0487,147.0114
50551777.7152,761.816,147.345
50551807.1424,763.8434,147.3426
50551855.296,763.8434,147.3426
50551882.3808,759.2003,147.1579
50551906.1888,765.045,144.8359
50551936.0512,762.1813,148.2505
50551967.68,765.0466,145.5278
50552015.6032,765.4625,146.8705
50552046.5664,765.4625,146.8705
50552070.6816,762.6024,148.7866
50552096.7808,763.985,147.4837
50552127.5648,764.1052,146.2141
50552178.2528,763.9476,145.1855
50552206.3616,764.1752,147.9098
50552256.3328,764.1752,147.9098
50552282.7392,765.527,147.1156
50552307.968,765.207,145.6441
50552340.288,765.9079,145.8348
50552369.3824,763.995,145.4092
50552415.7568,761.8035,147.9478
50552463.2064,761.8035,147.9478
50552489.9968,763.307,146.0495
50552514.048,763.9913,147.9558
50552547.2,759.8461,149.9989
50552577.9456,762.8292,148.737
50552607.168,765.5517,146.5136
50552655.4624,765.5517,146.5136
50552680.4608,763.6579,147.9482
50552707.0848,765.5112,144.2542
50552738.1248,764.025,147.1844
50552785.1392,759.57,148.4108
50552815.9872,764.9296,146.0452
50552863.872,764.9296,146.0452
50552888.1664,763.9913,147.5292
50552911.8592,758.4695,150.0452
50552946.7648,757.4749,149.1938
50552976.6528,758.2763,148.7177
50553023.6928,762.7518,148.1874
50553056.8576,762.7518,148.1874
50553080.6272,762.9513,147.2462
50553108.2368,761.7111,149.8233
50553138.7776,764.0549,147.6851
50553169.4464,760.7454,150.6462
50553215.8592,760.8354,152.0225
50553251.3408,761.1142,151.9277
50553278.0416,763.5501,147.4001
50553300.3904,763.044,148.1954
50553332.3904,764.4358,146.4499
50553376.9216,764.2554,146.5695
50553407.8336,764.8768,147.1759
50553454.4256,764.8768,147.1759
50553478.7712,762.8273,151.0777
50553505.5104,761.254,151.4247
50553537.3056,762.435,150.7266
50553569.4592,761.7247,148.4483
50553615.232,763.7027,146.1053
50553663.552,763.6563,146.0544
50553688.32,763.2634,149.4289
50553714.3424,763.0223,148.8996
50553744.64,759.9359,147.0618
50553775.5776,763.0371,146.2843
50553823.8976,758.569,148.1891
50553858.5216,758.569,148.1891
50553882.9312,757.8957,147.1643
50553908.9024,761.8638,146.8676
50553940.8256,763.7643,148.0191
50553972.5824,763.0804,149.1059
50554015.3984,762.8829,145.7173
50554064.4224,762.8829,145.7173
50554093.7984,763.8341,147.4488
50554120.6272,765.8831,143.3804
50554145.7408,760.39,148.965
50554176.448,765.0108,144.5504
50554207.5904,764.2655,147.4771
50554255.8848,764.2655,147.4771
50554279.3344,762.2965,145.4521
50554306.1632,757.3804,147.4184
50554335.9232,763.1356,147.927
50554384.256,764.6285,146.0393
50554417.6384,759.607,148.4134
50554463.7184,759.607,148.4134
50554490.56,760.7368,145.9916
50554514.4576,765.6928,143.3963
50554540.6848,764.7463,147.6091
50554574.7968,763.9611,147.4968
50554608.3328,765.8167,146.4144
50554654.4512,765.8167,146.4144
50554678.1312,762.252,148.4954
50554705.3184,765.5779,149.2824
50554736.064,763.9861,149.7141
50554769.2544,762.9204,148.3645
50554815.1168,763.8475,147.6738
50554850.752,763.8475,147.6738
50554875.8912,765.0554,144.5182
50554902.7328,761.4186,148.7423
50554944.2944,761.1747,147.007
50554977.4208,766.4449,147.708
50555023.8592,762.4892,149.1222
50555055.7056,762.4892,149.1222
50555083.4048,763.6088,148.4772
50555106.944,763.5026,147.3728
50555139.136,763.7583,148.1267
50555170.176,764.9182,144.7137
50555218.3296,765.6934,146.1536
50555263.744,765.6934,146.1536
50555288.8832,764.5408,148.4287
50555312.4864,758.3829,150.3504
50555345.3824,762.4429,144.8085
50555381.5168,764.3647,147.5467
50555424.3072,765.0132,147.8054
50555458.8288,765.0132,147.8054
50555483.2512,764.9451,147.0689
50555506.8928,763.9564,148.8178
50555537.28,761.2452,146.9876
50555584.9856,766.1389,142.8683
50555618.5728,765.5989,146.2906
50555663.232,765.5989,146.2906
50555687.6416,763.9761,144.6749
50555713.3696,761.4919,145.8581
50555745.5744,767.829,144.7373
50555777.1264,765.0768,145.976
50555823.232,761.1537,148.8682
50555855.5776,761.3188,148.9493
50555879.1296,763.2894,150.0204
50555903.4496,766.2256,147.2145
50555937.6256,763.3268,147.1904
50555968.5632,764.9846,145.8308
50556015.8976,764.9362,145.7084
50556047.1552,764.9362,145.7084
50556071.1808,764.8558,146.5603
50556097.344,765.0433,145.014
50556129.28,763.5897,146.665
50556176.5248,761.7606,151.0223
50556211.4816,764.9097,147.0423
50556257.472,764.9488,146.7734
50556280.704,765.4686,148.6101
50556309.7984,764.8833,146.8428
50556339.3408,759.5865,152.3316
50556384,764.5142,147.3621
50556417.0624,758.157,149.1882
50556463.5776,758.157,149.1882
50556489.2032,765.8615,147.2282
50556513.7408,762.8411,145.8869
50556547.1232,762.8151,147.7297
50556576.8448,759.0633,149.0215
50556628.7872,761.5023,149.4735
50556657.0496,761.5023,149.4735
50556685.3632,761.8998,147.1601
50556709.3888,763.4545,146.2651
50556738.5088,764.6667,154.7929
50556784.9472,760.005,147.4321
50556821.5296,766.5349,154.5776
50556863.7568,766.5349,154.5776
50556890.7648,767.0964,146.8444
50556916.1984,765.5889,148.8538
50556947.4304,763.743,149.4449
50556977.8048,766.1669,150.4325
50557011.52,764.6495,151.6609
50557056.6016,764.6495,151.6609
50557080.4864,758.5076,152.1866
50557105.728,761.6088,148.9807
50557138.0992,762.6754,148.4875
50557169.536,758.2455,150.1758
50557221.4656,761.7369,145.8057
50557247.8464,761.7369,145.8057
50557272.1792,762.7795,146.3724
50557299.6096,761.2327,149.1991
50557328.9472,765.2415,147.1568
50557376.0256,762.2859,148.6046
50557408.9216,763.0864,149.517
50557455.5136,763.0864,149.517
50557479.9872,764.4561,146.1974
50557506.3936,763.1924,147.5274
50557541.6064,763.8408,146.4329
50557589.9264,764.3195,148.8123
50557616.2816,764.8907,147.1326
50557666.1504,764.8907,147.1326
50557694.2592,764.5085,147.85
50557720.832,764.3696,149.3565
50557747.2384,763.0836,148.7303
50557776.9088,764.5734,148.6725
50557809.0624,764.4979,149.2532
50557855.8592,764.4979,149.2532
50557883.328,761.7462,150.2873
50557908.5184,763.4296,149.8426
50557936.896,762.0976,153.1081
50557971.456,762.6995,152.1538
50558016.4608,763.5598,148.4686
50558065.5616,763.5598,148.4686
50558091.5584,762.0164,152.4536
50558115.6096,764.0558,150.9133
50558149.1072,763.3762,151.1281
50558176.5376,764.2188,149.2
50558223.7952,764.7059,148.5358
50558256.6912,764.7059,148.5358
50558281.0368,765.2963,148.7784
50558307.0976,764.013,149.2091
50558340.6592,764.4136,150.5784
50558370.8032,766.9228,146.7684
50558415.7184,765.6633,146.6177
50558449.7152,765.7987,146.6541
50558476.7872,764.2929,147.5045
50558505.1136,765.3557,145.799
50558529.9968,764.4897,148.2624
50558577.152,760.6426,148.8448
50558608.2048,760.866,149.8976
50558656.2176,760.866,149.8976
50558683.2384,759.7231,147.4403
50558709.2736,767.2812,145.6703
