Item1,Item2
1528,35750881.6896
1529,35750898.2912
1530,35750915.1872
1531,35750931.7248
1532,35750948.2752
1533,35750965.0176
1534,35750981.7088
1535,35750998.2848
1536,35751014.9504
1537,35751031.744
1538,35751048.3072
1539,35751064.9856
1540,35751081.7664
1541,35751098.3424
1542,35751115.0208
1543,35751131.6352
1544,35751148.3264
1545,35751165.0176
1546,35751181.7088
1547,35751198.3872
1548,35751215.0272
1549,35751231.7312
1550,35751248.448
1551,35751264.9728
1552,35751281.9712
1553,35751298.3424
1554,35751315.008
1555,35751331.776
1556,35751348.544
1557,35751365.0048
1558,35751381.7088
1559,35751398.336
1560,35751414.9376
1561,35751431.744
1562,35751448.3072
1563,35751464.9728
1564,35751481.728
1565,35751498.304
1566,35751515.2512
1567,35751531.648
1568,35751548.352
1569,35751565.0048
1570,35751581.7472
1571,35751598.3616
1572,35751615.04
1573,35751631.7952
1574,35751648.3328
1575,35751665.0496
1576,35751681.7536
1577,35751698.5216
1578,35751715.0336
1579,35751731.8272
1580,35751748.3392
1581,35751765.0176
1582,35751781.76
1583,35751798.3616
1584,35751815.04
1585,35751831.7824
1586,35751848.3072
1587,35751865.152
1588,35751881.792
1589,35751898.368
1590,35751915.0592
1591,35751931.7376
1592,35751948.3904
1593,35751965.4016
1594,35751981.76
1595,35751998.6816
1596,35752015.0528
1597,35752031.8208
1598,35752048.3712
1599,35752065.0752
1600,35752081.8048
1601,35752098.368
1602,35752115.0976
1603,35752131.7888
1604,35752148.352
1605,35752165.2992
1606,35752181.7856
1607,35752198.3616
1608,35752215.0656
1609,35752231.8464
1610,35752248.3712
1611,35752265.088
1612,35752281.7792
1613,35752298.4704
1614,35752315.136
1615,35752331.7376
1616,35752348.5312
1617,35752365.0816
1618,35752381.8752
1619,35752398.4768
1620,35752415.0528
1621,35752431.7824
1622,35752448.4096
1623,35752465.152
1624,35752481.8944
1625,35752498.6624
1626,35752515.136
1627,35752531.9424
1628,35752548.416
1629,35752565.1456
1630,35752581.8368
1631,35752598.5024
1632,35752615.1168
1633,35752631.7952
1634,35752648.384
1635,35752665.3312
1636,35752681.8688
1637,35752698.432
1638,35752715.1488
1639,35752731.9936
1640,35752748.48
1641,35752765.2096
1642,35752781.8368
1643,35752798.8096
1644,35752815.36
1645,35752831.8848
1646,35752848.64
1647,35752865.1392
1648,35752882.1504
1649,35752898.496
1650,35752915.1616
1651,35752931.9168
1652,35752948.4288
1653,35752965.184
1654,35752981.8112
1655,35752998.5152
1656,35753015.1936
1657,35753032.128
1658,35753048.4352
1659,35753065.2416
1660,35753081.8432
1661,35753098.5344
1662,35753115.2896
1663,35753131.8272
1664,35753148.48
1665,35753165.2992
1666,35753181.8752
1667,35753198.5536
1668,35753215.1808
1669,35753231.8464
1670,35753248.5248
1671,35753265.3184
1672,35753281.92
1673,35753298.5216
1674,35753315.1616
1675,35753331.8912
1676,35753348.5184
1677,35753365.2096
1678,35753381.888
1679,35753398.6048
1680,35753415.4112
1681,35753431.7952
1682,35753448.6784
1683,35753465.2544
1684,35753482.1504
1685,35753498.4704
1686,35753515.4304
1687,35753531.8016
1688,35753548.7232
1689,35753565.2224
1690,35753582.1568
1691,35753598.5664
1692,35753615.2448
1693,35753631.9616
1694,35753648.5504
1695,35753665.2544
1696,35753681.9072
1697,35753698.5728
1698,35753715.2256
1699,35753732.1728
1700,35753748.4928
1701,35753765.2736
1702,35753781.8112
1703,35753798.5536
1704,35753815.2704
1705,35753832
1706,35753848.4864
1707,35753865.3056
1708,35753881.9456
1709,35753898.6368
1710,35753915.3152
1711,35753931.9296
1712,35753948.6464
1713,35753965.7728
1714,35753981.9008
1715,35753998.6432
1716,35754015.296
1717,35754032.2432
1718,35754048.5888
1719,35754065.28
1720,35754081.984
1721,35754098.624
1722,35754115.264
1723,35754132.0448
1724,35754148.7488
1725,35754165.3504
1726,35754182.1568
1727,35754198.5408
1728,35754215.424
1729,35754231.9232
1730,35754248.8448
1731,35754265.2928
1732,35754282.3424
1733,35754298.6624
1734,35754315.4176
1735,35754332.0832
1736,35754348.8896
1737,35754365.4016
1738,35754382.0544
1739,35754398.72
1740,35754415.3728
1741,35754432.1408
1742,35754448.64
1743,35754465.3824
1744,35754481.8944
1745,35754498.5984
1746,35754515.5456
1747,35754531.968
1748,35754548.6464
1749,35754565.376
1750,35754581.9776
1751,35754598.6176
1752,35754615.3472
1753,35754631.9872
1754,35754648.576
1755,35754665.3312
1756,35754682.2016
1757,35754698.688
1758,35754715.3536
1759,35754731.9936
1760,35754748.7616
1761,35754765.2864
1762,35754781.9776
1763,35754798.6304
1764,35754815.3984
1765,35754831.9232
1766,35754848.5632
1767,35754865.3696
1768,35754881.9712
1769,35754898.688
1770,35754915.3664
1771,35754932.0192
1772,35754948.6336
1773,35754965.3248
1774,35754981.9776
1775,35754998.5792
1776,35755015.36
1777,35755031.9488
1778,35755048.6272
1779,35755065.408
1780,35755082.1504
1781,35755098.8416
1782,35755115.3664
1783,35755132.2368
1784,35755148.6592
1785,35755165.3248
1786,35755182.016
1787,35755198.656
1788,35755215.3344
1789,35755232.0384
1790,35755248.6144
1791,35755265.3568
1792,35755282.0864
1793,35755298.5856
1794,35755315.5456
1795,35755331.9296
1796,35755348.6208
1797,35755365.44
1798,35755382.0032
1799,35755398.6688
1800,35755415.3984
1801,35755431.9488
1802,35755448.6656
1803,35755465.3696
1804,35755482.2656
1805,35755498.88
1806,35755515.3152
1807,35755532.0192
1808,35755548.6464
1809,35755565.376
1810,35755582.0032
1811,35755598.6816
1812,35755615.4112
1813,35755632
1814,35755648.7168
1815,35755665.3312
1816,35755682.048
1817,35755698.6752
1818,35755715.6224
1819,35755731.9552
1820,35755748.7104
1821,35755765.44
1822,35755782.016
1823,35755798.6944
1824,35755815.4496
1825,35755832
1826,35755848.6784
1827,35755865.4464
1828,35755881.984
1829,35755898.688
1830,35755915.6352
1831,35755932.0576
1832,35755949.0176
1833,35755965.4784
1834,35755981.9904
1835,35755998.656
1836,35756015.424
1837,35756032
1838,35756048.7296
1839,35756065.4848
1840,35756082.0352
1841,35756098.688
1842,35756115.4304
1843,35756131.9936
1844,35756148.8896
1845,35756165.4656
1846,35756182.0544
1847,35756198.7328
1848,35756215.4752
1849,35756232.1536
1850,35756248.704
1851,35756265.4848
1852,35756282.112
1853,35756298.944
1854,35756315.456
1855,35756332.1088
1856,35756348.7104
1857,35756365.4144
1858,35756382.1184
1859,35756398.7072
1860,35756415.4624
1861,35756432.0896
1862,35756448.7808
1863,35756465.6
1864,35756482.0224
1865,35756498.7904
1866,35756515.9424
